text,score
"""I heard you was looking for Candy Man, bitch""",0.8540474
"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown",0.7570315
"""I just got a number 3 I'm a bitch boy""",0.7998551
"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;",0.944597
"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.""",0.8252207
"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG",0.8115627
"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger.",0.8629672
"""I woke up like thi-"" bitch go back to bed",0.89241093
"""I would rather you call me bitch than sir"" -my manager",0.74954444
"""I'll beat on that pussy so hard""",0.85850734
"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5",0.73663366
"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot",0.78855824
"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em""",0.7252971
"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol""",0.6863638
"""I'm probably your main bitch chocolate dipped cinnamon apple""",0.82048255
"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh""""",0.8778702
"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL",0.9248995
"""IBS"" irritable bitch syndrome.",0.78711975
"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct",0.78855824
"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!",0.89241093
"""It's never too late to tag a bitch.""- @CyFyre",0.6827122
"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""",0.82048255
"""Let's do nips ahoy and spank me maybe""",0.62136006
"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?""",0.71760553
"""Lmao @SWILLA_LO: The d.rose adidas are lighter than my phone .... Shit is retarded""",0.8629672
"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;",0.8629672
"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!""",0.9391453
"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really""",0.85850734
"""New Flame"" the song of the yr lol that bitch SUPER run like",0.7675452
"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;.""",0.9563754
"""Niggas be pressed for pussy, Eeeeeen nothin""",0.9029226
"""No bitches "" - nan",0.7105462
"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @TallTrappin88 #RIPTALLT",0.7308154
"""RT it for me. Please and thanks @BmorePocahontas: Did a pierced pussy just come across my timeline &#128528;""",0.6827122
"""Remy Machiavelli send shots to ya belly"" &#128553; my bitch &#9994;",0.85850734
"""Roberto you are one nasty hoe""",0.7510937
"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!",0.9391453
"""Shake that Bear ... aka two rednecks having sex on a dead bear""",0.6407703
"""Shall I compare thee to a summer&#8217;s day? No, a summer&#8217;s day is not a bitch.""",0.6989911
"""She gotta shape up her pussy lips tho @PostPrettyPussy: Whole wheat organic pussy http://t.co/kq0R0A7z2g""",0.743089
"""She was a bitch anyway""",0.8988238
"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",0.76523775
"""Stop being a pussy, son, and shove that needle into your own heart!"" #afterearth",0.8299589
"""Stop looking us and go eat some pussy, you yuppie fucks.""",0.93383175
"""Takin it straight to dirt, why finger the pussy when I know I can put my dick in it?"" @xErnee18",0.8540474
"""They Faggots @JonnieSantana: Orioles petty as fuck...got swept up outta this bitch""",0.9248995
"""They have some ghetto ass bands"" * gets snuck* &#128514;&#128514;&#128514;&#128514;",0.74954444
"""This is for all the fans that waited, the bitch niggas that hated / Old hoes we dated, look mama, we&#8230; http://t.co/sNRY6A7VYB",0.85333383
"""This is for my ghetto motherfuckers"" -Missy Elliott",0.8988238
"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black",0.9391453
"""Trust noneeee, bitch I don't """,0.85333383
"""Twitter is twitter"" bitch twitter is life",0.8460273
"""U got my 200K bitch nigga""--Al Haymon to Antonio Tarver",0.85850734
"""Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low.""",0.8299589
"""Virgin pussy "" () "" , regular pussy "" ( ) "" , Oomf pussy (_________________________)",0.73663366
"""WHAAAAAAT! LMAOOO!!! @Cromotoasted: @creepgoddess that's why I luv u fat bitches cuz y'all got some big ole titties and phat booties""",0.8115627
"""Walked in that bitch like, NIGGA WE MADE IT!""",0.8778702
"""Well bitch, biology said..."" &#128514;&#128514;&#128514;",0.8629672
"""What I do? @betysweetcocker: Gotta report you as spam RT @80sbaby4life: Ladies RT if your head game better than your pussy""",0.7308154
"""Why u being such a little bitch chris you ain't six bitch"" - Allisons Mom",0.911035
"""Why would I want to play with some pussy?"" - @jimmyfallon *DEAD* #SNL",0.7570315
"""Why would you wanna be the Green Ranger? He's evil!"" Duh bitch",0.8540474
"""Why would you want pussy on your side burns?.. Thats a good question"" @_hy0ung hahahahaha &#128514;",0.76523775
"""Will shank a bitch for ceviche""",0.8364697
"""Y'all forget he has his brand new baby girl at home"" bitch the cookies are burning",0.82048255
"""Yo bitch on the horn. Tryna shoot a porn."" - @KingL That's T shirt worthy Tony",0.85333383
"""Yo can I sublet your pussy"" #ShitFahdSays",0.82048255
"""Yo feet smell like my puss"" &#128514;&#128557; Whut ? ""Like flowers bitch"" &#128514;&#128557;&#9995;&#128553; omg",0.90451443
"""Yo mama, bitch."" RT @TheAceTJShow: What was the ONE sentence that ended your relationship?",0.83334327
"""You ain't my bitch"" is my favorite response to long texts",0.64447093
"""You and yo boys some pussy cats.""",0.6989911
"""You are a cunt""",0.9061063
"""You can pull more pussy with a dodge and collect them panties alright."" -stormy and jake &#128514;&#128514;&#128514;",0.76523775
"""You don't like us colored folks, what the he'll you're not colored you white fucks"" &#128514;&#128514;&#128514;&#128514;",0.9209984
"""You look cute today :)"".. ""Really?!"" Helll no, swerve hoe!",0.6027529
"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!""",0.9248995
"""You're a garden rose, and that bitch is a weed.""",0.85333383
"""Your a queer"". &#128530;&#128530;&#128530;&#128530;",0.6027529
"""Yup. Fuck em @Aloha_Hoesss: Playing like trash RT @80sbaby4life Clippers don't wanna play lol""",0.8252207
"""bitch freak my shit""",0.96426713
"""bitch my vagina is a little more resilient than that"" -@rosestokoe",0.91625386
"""but I love him"" nah bitch that ain't love.",0.78711975
"""but pussy is the root of all drama an attribute put up in they head by they mama.""",0.7510937
"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch""",0.8696708
"""don't let your side bitch settle in, I might have to headbutt you Evelyn""",0.82048255
"""dont show me no bitch unless she look like Dolly Parton!!!""",0.7761081
"""hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr"" - @LILBTHEBASEDGOD",0.9248995
"""if i wasnt in a work place id deck you"" aye fucking right, I'd give you a tyson 4 combo nd end you with an uppercut. Shut the fuck up bitch",0.9563754
"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - Kim's Dad.",0.91625386
"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags""",0.9749944
"""no pussy, or not tryna go to the studio, don't CALL my mufuckin crib like that, god. Yo. Word up god I will BUSS YO SHIT, god, word up""",0.90451443
"""omg this bitch is fucking stupid I swear blah blah blah"" *a week later* omg ilysm bae ur my best friend I swear",0.9248995
"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm",0.88599813
"""when guys say ""Latinas &gt;"" they mean the Kim Kardashian looking girls not you bitches that shaped like a mini fridge &amp; smell like tortillas""",0.7856813
"""you better pipe your pussy down over there""- @EsEx_Ruskii&#160;lmao wth does that even mean?",0.7856813
"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment",0.9563754
"""you're being a cunt right now"" -@RQ978",0.85173553
# That son of a bitch moment when it rains and you forget your car windows are down,0.8460273
#11 get to hit any bitch on campus he wants to,0.89241093
#1personidbitchslap @Khamruz. Fa blowin my tl. Up like a bitches spare tire leavin dairy queen,0.6491204
#2013TaughtMe how pussy feels &#128514;&#128076;,0.68408644
#5WordsAfterSex is that all pussy bitch?,0.9209984
#AlexFromTarget had them bitches wet...lmmfao,0.76197964
"#AnnCoulter still calling #Obama a 'community organizer' re: #Syria. Well, she is still #cunt as well. So what?",0.6426206
"#BOB Bass over bitches @HankJohnson11 bitches on his dick, fishes on the dock",0.8403191
#Bartending becomes a real bitch when you the #bartender are way way taller than the bar was designed for. Holy back pains.,0.6407703
#BestSongToHaveSexTo bitches love sosa #bangbang,0.6744087
#BurnNotice Fi shoots bean bag rounds at the guy - Hurts like a bitch don't they?,0.743089
#CelebrityLeakedPhotos YEAH&gt; NOW YOU KNOW how it feels knowing the #NSA is on all our phones. Quit whining like #muslim #bitches.,0.8460273
"#ChristianBale should be KISSING #Moses ass for his fight with God, OTHERWISE WE MIGHT ALL BE FUCKING DEAD&gt; #retarded #ass #actor #faggot",0.9248995
#Cowboys are 6-1 bitches #Cowboysnation another great win Ilove this team,0.64447093
"#DUH @Transhuman_: That's because they're possibly tucking a penis ""@EmperorIra: This bitch got man boobs http://t.co/VJvXwLrJoP""&#8221;""",0.7761081
#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!,0.6744087
"#DegenerateArtist Ain't fuckin' AROUND with #Allahs #retard #crest&gt; I GOT BLESSED by Jesus and you are NOT NEXT, you fake ass TEXT&gt;",0.9248995
"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;",0.82048255
#DegenerateArtist Isn't a bitch walks back his words&gt; Isn't a WITCH who questions a TURD&gt; I'm a GLITCH WHO EVOLVES YOUR ABSURD!!!!!!!!!!!,0.82048255
#FACT RT @KeyshBeChillin Kanye is best when a good piece of pussy fucks him over,0.85333383
#FreeElChapo is trending?! why cus French Montana's bitch ass?? you fucks that think selling drugs is cool are the LAMEST POSERS!!,0.8988238
#FreeballoutPartyPart3 bitch it's going! 3 mo weeks&#128588;,0.68408644
#FreshmanAdvice and if you ain't a hoe get up out my traphouseeeeeeee,0.71760553
#Havok is one bad bitch wouldn't wanna mess with her #TNA IMPACT,0.8364697
"#IfThePurgeWasReal I'd be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn't be broke, right? LMAO JK",0.7510937
#IfWeDate i eat da pussy better than a lesbian.,0.8629672
#InMiddleSchool i was fat as hell and was a band faggot. Thank god i played sports after 6th grade and didnt stay in band,0.7510937
#IndigenousPeoplesDay HAHA!!! You fuckin' retarded commies!!!!! Hunter Biden loves snortin' that PYGMIE FAIRY DUST don't he? #liberals,0.88599813
"#MentionADislike hoes thinkin they bad even if they are I will tell her ""bitch calm down u average""",0.78855824
#MessageToMyFutureSpouse u better cook and clean for me bitch. Ill give u all my money but I ain't cleanin no dishes and makin my own plate.,0.6989911
#MyUnpopularOpinion Spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing slutty.,0.89241093
#NationalCatDay ...sure. Celebrate over 1 BILLION bird deaths and blame it on #climatechange you fuckin' #commies.,0.76197964
#OOMEF had that YEAH!!... i kno she pussy whipped that other nigga into putting a ring on it.... &#128564;&#128564;,0.8364697
#OnlyInAMichaelMyersMovie bitch is running a hundred meter dash on this niqqa WHOS ACTUALLY TAKING HIS TIME WALKING &amp; u still get killed,0.8540474
#PeopleWhoMadeMy2013 my little brother and i hate to admit it but @DirkAlisic and he knows why. but he's still a lil bitch though. fuck you!,0.91625386
"#QTNA RT @Major_K8: How y'all bitches gon breast feed wit nipple rings? &#128563;&#128534;""",0.6289369
#RayRice is a bitch. #JustSaying,0.85333383
#RayRice is still a bitch. @NFL got this one wrong. Women fans should be livid! #NoExcuses,0.7856813
"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich",0.85850734
#RebelScience ......ITS ABOUT SHARING #whaddup&gt; #clouds. It not about hogging the #windturbines like a fuckin' gasbag son of a bitch.....,0.8364697
#RuinADessert @midnight Fairy Queen. nomg&gt; I fucked #Obama panties again...............,0.6744087
#SignsOfCockBlockin ----&gt;RT @tribexyunglion: Niggahs telling hoes I'm down talking them just so I can't get on &#128514; #FuckNiggahs,0.8629672
#SplashGang on you pussy n%a'z ay @Benny_Balboa i tried to tell n%a'z!!!,0.6308517
#That son of a bitch moment when you finally get in bed and your bladder decides its time to piss,0.8778702
#That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song,0.8364697
#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall,0.8299589
#ThatFuckMeMoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch,0.9209984
#TheMostAnnoyingThingsInLife people who are NEVER happy and bitch-n-moan 100% of the time.,0.60254884
#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin,0.6544696
#ToMyFutureSon You can fuck dem hoes but you better not love dem hoes.,0.76197964
"#TweetLikeYourBestfriend ""I made out with 3 bitches!"" @lilkrebs",0.6667219
#WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10,0.83334327
"#YesWeDid .......start building #windturbines SO FUCKIN"" BIG they can kill a whole flock of birds in one go&gt;",0.6491204
#YesWeDid .....tattoo our bitches to corrupt as many men as possible to #Egypt and being a #cattle #prod #vote&gt;,0.6289369
#YouWillNotBeTakenSeriouslyIf you're proud to be white trash #KedollarSignHa,0.64447093
#agreed &#58399;&#58399; RT @oliviaMrose: There are a few badd ones but idk..mixxed bitches is really where its at tho,0.65996873
#bad #ass #local #bitches,0.93383175
#creamteam leaving hoes w #cockbreath,0.681338
#faggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,0.9391453
#honeybadger bitch,0.8460273
#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS,0.7701451
"#longhair don't care got my #gayboyproblems everywhere, I'm a #bitch I'm a #champ, I'm totally full of&#8230; http://t.co/Qia88qGmWh",0.72028047
#nationaldoughnutday bitch GET AT ME &#127849; http://t.co/5FJForyY2e,0.62702215
#nowplaying witcha bitch pussy pussy inda hood ona sofa.wit plastic on it,0.85173553
#oomf can get it but I'm chilling till da bitch hit me up,0.7998551
#pause but niggas is bitches tho RT @CornerBoyP: Boy niggaz b so bitch made u cud kiss em n da mouth!!,0.85850734
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Anal gaping tranny play panty nylon part http://t.co/35oTesnwmx",0.6989911
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | BBC Anal creampie bitch http://t.co/3XNeG5mnRk",0.6827122
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked http://t.co/80aRX0QJxz",0.78207105
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding http://t.co/lRuEixMy21",0.71760553
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BBW | Brazilian BBW Babe Drilled in pussy and ass http://t.co/Z7ksrFpmz9",0.6989911
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Babe | ebony babe pussy http://t.co/3MxBXeZqxR",0.60254884
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Beach | Caught a girl rubbing her pussy in nude beach http://t.co/h8lGiTFYie",0.6989911
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BigTits | Cute preggie slut big tits plays with swollen pussy http://t.co/iTCpEBCem4",0.72028047
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Close Up | Another pussy close up http://t.co/hBjDGvENXa",0.62136006
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | Squirting pussy and fingered asshole http://t.co/bKYeoUwWv2",0.7675452
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | pussy fuck close up http://t.co/0dvaZWLq2q",0.62136006
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CreamPie | Young Japanese girl&#8217;s hairy cunt cre http://t.co/l46q7MoGGr",0.6989911
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un http://t.co/OrP642PomF",0.6342749
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Ebony | ebony texas bbw with big deep pussy http://t.co/dBbxsoW8M2",0.62702215
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Erotic | Erotic and wild tits and pussy fucking http://t.co/8HkC56j7c9",0.71760553
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny whore gets rammed and facialized http://t.co/Kd9nU3tmWz",0.76197964
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Dude fists his wife&#8217;s big pussy http://t.co/snFAf5Uxxb",0.78207105
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | More lovely sounds of fisting a loose pussy http://t.co/1PMAGSPkud",0.63782936
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | 21 year old hairy pussy cumming on fingers http://t.co/KvgoxkN9vG",0.718943
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy Florence shoves a dildo in her hairy red pussy http://t.co/4DM8Fpcb2d",0.7252971
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HandJob | Hand job and cum on rubber pussy http://t.co/zGcnmR2kLA",0.681338
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Candid pussy shots from a hidden c http://t.co/IKpJ0etz71",0.62702215
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Home made. My wife rubbing her pussy http://t.co/ldb9aFwVdM",0.7308154
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Using my submissive bitch outdoor. Home made amateur http://t.co/Fu6AggzHQd",0.6289369
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Pretty young Japanese girl&#8217;s hot cunt fucked &amp; c | http://t.co/wt5SSOF9rW",0.76197964
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Young Japanese girl&#8217;s hairy cunt creampied http://t.co/rg3PObaKKD",0.7252971
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina chick gets her pussy pumped http://t.co/4dhwuI5ARd",0.7105462
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina with tight pussy http://t.co/rDaOnqVr1H",0.6027529
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lesbian | Lesbian girl eating pussy http://t.co/Ht9szL3b24",0.743089
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lingerie | Bitch in lingerie getting her wet cunt pounded http://t.co/Jp4r2vPyCb",0.7510937
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Masturbation | A very hot black tranny is mastu http://t.co/OfGGMLXQAj",0.7105462
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | Old bitch pleases hot-looking young stud http://t.co/aIDKdmztLn",0.6852916
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | german milf getting young and old cock in her pussy http://t.co/kXhzjwG4Ii",0.76197964
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #SmallTits | Small tits ghetto whore fucking with not her stepdad http://t.co/Ay6gRNTOUw",0.74954444
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | homemade pussy eating &#8211; http://t.co/2yuIdrLN3k http://t.co/Z8GAiWlLye",0.68408644
#realtalk if you a hoe an try to get serious with someone don't expect to be anything more then a piece of meat to them,0.6289369
#throwback to being bitches &amp; drinking Mikes bc we sucked @AutumnMaye http://t.co/jfCthdEDcz,0.6544696
#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.,0.7308154
#ultimatepickupline bitch get naked. Works 10 times out of 10 if she's drunk :),0.8252207
#wallofthewasatch bitch!,0.6852916
#wcw all the bad bitches &#128069;&#128166;,0.91625386
"#wrongfilmquotes ..everytime I come in the kitchen you in the kitchen, in the goddamn refrigerator. Eatin up all the pussy",0.88599813
#xfactorau sick of guys who sing like pussies. Where are the rock type men?,0.8115627
#youaremoreattractive if u a real bitch!,0.8460273
$100 bid to go on a date with Zack Morris oh that dreamy son of a bitch,0.85333383
"$3 bud Lites and $4 well shots at the bar tn, plus I'm giving away a trip to Las Vegas. So if you're not a cunt come visit me at Bourbon St",0.6308517
"$60 torch down the drain cause either I was to high and lost it or one of my ""niggas"" finessed that hoe fuckkkkk ittt",0.8540474
"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes, eat a salad.&#8221;",0.89241093
&#127942; RT @UBoyRock17: Every bitch n my passenger seat I dun fucked at least one time,0.8988238
&#128034; dirty whore. I love you. but you a hoe. but I love you. Jesus is watching.,0.8629672
&#128064; RT @Freegeezy17: This hoe got a school shirt on sucking dick &#128553;&#128553;&#128553;&#128553;&#128553;&#128553;,0.8252207
&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,0.90451443
&#128064; RT @PrettyDamAmazin: These bitches started shooting at my party. Fuck New Orleans,0.9209984
&#128064; bitches giving back rubs ?,0.8778702
&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho,0.78855824
"&#128073; RT @OeauxMar: Nigga was smashing his hoe, had his hoe paying for a condo and he still with her &#128514;&#128514;&#128514;&#128514; Yep Fucboy",0.75208336
&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitches waiting for me to give a fuck &#128540;&#128129;,0.89241093
&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh,0.6544696
&#128077;RT @kwagiheath: One'a y'all b!tches gon end up dead over a screen shot thinkn that sh!t funny...ain't too many niccas gon laugh at that b!,0.7856813
"&#128079; congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. #ButThatsNoneOfMyBusiness",0.83334327
&#128095;&#128095;&#128095;&#128095; got ur bitch tip toeing on my marble floors.......,0.7510937
"&#128114;&#128069;&#128166;&#128149; - &#128514;&#128557; omg just thinccin of you makes me laugh, we use to STAY talking shit in 3rd period, you cute, &amp; you my bitch &#9994;&#128514;&#128557;",0.8460273
&#128119;&#128119; you needa stop sucking dick hoe &#128514;&#128514;,0.91625386
"&#128128; RT @OGBEARD: ""OMG LIL B FOLLOWED ME YASSSS"" bitch he follow everybody shut yo ass up",0.90451443
