text,score,CHARACTER_COMBINATION,CHARACTER_COMBINATION_score,CHARACTER_MASKING,CHARACTER_MASKING_score,CHARACTER_SPLITTING,CHARACTER_SPLITTING_score,CHARACTER_SUBSTITUTION,CHARACTER_SUBSTITUTION_score,CHARACTER_SWAPPING,CHARACTER_SWAPPING_score,WORD_ABBREVIATION,WORD_ABBREVIATION_score,WORD_HOMOPHONE_SUB,WORD_HOMOPHONE_SUB_score,WORD_LANG_SWITCH,WORD_LANG_SWITCH_score,WORD_NOISE,WORD_NOISE_score,WORD_SPLITTING,WORD_SPLITTING_score
I miss your big dick in my tight wet pussy,0.8629672,I miss your big did in my tight wet pussy,0.8299589,I miss your big d*ck in my tight wet pu**y,0.9029226,I rriiss your big clic1< iri rriy tight vvet pussy,0.72028047,I nn1ss yομr β1g cl1(l< 1η nny τ1ghτ ωeτ ρμssy,0.52811706,I miss your big dikc in my tight wet psusy,0.8696708,I miss your big d in my tight wet p,0.4977744,I miss your big dik in my tight wet pusy,0.8540474,I miss your big polla in my tight wet coño,0.78207105,"I miss your big di,,,ck in my tight wet p,uss,,y",0.8460273,I miss your big d ick in my tight wet puss y,0.85333383
And rub your finger on my clit..,0.8629672,And rub your finger on my dit..,0.54325575,And rub your finger on my cl*t..,0.83334327,Aricl rub your firiger ori rriy clit..,0.60254884,Αηcl rμβ yομr f1ηger οη nny (11τ..,0.2330714,And rub your finger on my clti..,0.41910073,And rub your finger on my c..,0.5566829,And rub your finger on my cleat..,0.42129645,And rub your finger on my clit..,0.8629672,"And rub your finger on my cl,it..",0.45090583,And rub your finger on my c lit..,0.6342749
Tell me how my hard cock feels in your tight little asshole.,0.8629672,Tell me how my hard cod feels in your tight little asshole.,0.88599813,Tell me how my hard c*ck feels in your tight little a*shole.,0.89241093,Tell rrie hovv rriy harcl coc1< feels iri your tight little asshole.,0.78855824,Te11 nne hοω nny hαrcl (ο(l< fee1s 1η yομr τ1ghτ 11ττ1e αsshο1e.,0.2854971,Tell me how my hard cokc feels in your tight little sashole.,0.8540474,Tell me how my hard c feels in your tight little ahole.,0.6863638,Tell me how my hard coke feels in your tight little asehole.,0.8115627,Tell me how my hard polla feels in your tight little culohole.,0.8778702,"Tell me how my hard c,oc,k feels in your tight little a,sshole.",0.8696708,Tell me how my hard c ock feels in your tight little as shole.,0.8403191
"No, do you have a dildo or a vibrator? I want you to put it up your ass.",0.8629672,"No, do you have a dildo or a vibrator? I want you to put it up your ass.",0.8629672,"No, do you have a d**do or a vibrator? I want you to put it up your a*s.",0.8778702,"No, clo you have a clilclo or a vibrator? I vvarit you to put it up your ass.",0.8460273,"Nο, clο yομ hαve α cl11clο οr α v1βrατοr? I ωαητ yομ το ρμτ 1τ μρ yομr αss.",0.47886392,"No, do you have a didlo or a vibrator? I want you to put it up your sas.",0.6544696,"No, do you have a d or a vibrator? I want you to put it up your a.",0.5885171,"No, do you have a dildo or a vibrator? I want you to put it up your ase.",0.78207105,"No, do you have a dildo or a vibrator? I want you to put it up your culo.",0.85850734,"No, do you have a d,ild,o or a vibrator? I want you to put it up your a,ss.",0.85850734,"No, do you have a di ldo or a vibrator? I want you to put it up your as s.",0.85173553
Shut up I’m tickling my ass with the fat head. heheh,0.8629672,Shut up I’m tidling my ass with the fat head. heheh,0.8540474,Shut up I’m tickling my a*s with the fat head. heheh,0.85850734,Shut up I’rri tic1<lirig rriy ass vvith the fat heacl. heheh,0.78855824,Shμτ μρ I’nn τ1(l<11ηg nny αss ω1τh τhe fατ heαcl. heheh,0.47323486,Shut up I’m tickling my sas with the fat heda. heheh,0.584095,Shut up I’m tickling my a with the fat h. heheh,0.5885171,Shut up I’m tickling my ase with the fat head. heheh,0.61223894,Shut up I’m tickling my culo with the fat head. heheh,0.8540474,"Shut up I’m tickling my a,ss with the fat he,,ad. heheh",0.85850734,Shut up I’m tickling my as s with the fat hea d. heheh,0.8403191
I really want to suck on your tits. Then fuck you (I save the overt sexuality for when it’s appropriate),0.85850734,I really want to sud on your tits. Then fud you (I save the overt sexuality for when it’s appropnate),0.8252207,I really want to s*ck on your t*ts. Then f**k you (I save the overt sexuality for when it’s appropriate),0.8988238,I really vvarit to suc1< ori your tits. Theri fuc1< you (I save the overt sexuality for vvheri it’s appropriate),0.8115627,I reα11y ωαητ το sμ(l< οη yομr τ1τs. Theη fμ(l< yομ (I sαve τhe οverτ seχμα11τy fοr ωheη 1τ’s αρρrορr1ατe),0.54823303,I really want to sukc on your ttis. Then fukc you (I save the overt sxeuality for when it’s appropriate),0.8403191,I really want to s on your ts. Then f you (I save the overt suality for when it’s appropriate),0.568186,I really want to suck on your tyts. Then fack you (I save the overt seksuality for when it’s appropriate),0.85333383,I really want to suck on your mamas. Then mierda you (I save the overt sexuality for when it’s appropriate),0.8988238,"I really want to su,,ck on your t,i,,ts. Then fuc,k you (I save the overt s,,e,xuality for when it’s appropriate)",0.89241093,I really want to su ck on your ti ts. Then fu ck you (I save the overt s exuality for when it’s appropriate),0.8778702
"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, fucking me until I cum on your cock",0.85850734,"I want to be thrown on my tummy with my hands beHnd my bad, have you pull my hair wHle fordng me down, fuding me until I cum on your cod",0.76197964,"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, f**king me until I c*m on your c*ck",0.88599813,"I vvarit to be throvvri ori rriy turrirriy vvith rriy haricls behiricl rriy bac1<, have you pull rriy hair vvhile forcirig rrie clovvri, fuc1<irig rrie uritil I curri ori your coc1<",0.47886392,"I ωαητ το βe τhrοωη οη nny τμnnnny ω1τh nny hαηcls βeh1ηcl nny βα(l<, hαve yομ ρμ11 nny hα1r ωh11e fοr(1ηg nne clοωη, fμ(l<1ηg nne μητ11 I (μnn οη yομr (ο(l<",0.42349213,"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, fukcing me until I cmu on your cokc",0.8629672,"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, fing me until I c on your c",0.6020386,"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, facking me until I come on your coke",0.83334327,"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, mierdaing me until I cum on your polla",0.8540474,"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, fuc,king me until I cu,m on your c,oc,k",0.8629672,"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, fu cking me until I c um on your c ock",0.8778702
"I’m glad you wanna eat my ass too, it’s been awhile.",0.85850734,"I’m glad you wama eat my ass too, it’s been awHle.",0.8364697,"I’m glad you wanna eat my a*s too, it’s been awhile.",0.8629672,"I’rri glacl you vvariria eat rriy ass too, it’s beeri avvhile.",0.62136006,"I’nn g1αcl yομ ωαηηα eατ nny αss τοο, 1τ’s βeeη αωh11e.",0.5779532,"I’m glad you wanna eat my sas too, it’s been awhile.",0.36043653,"I’m glad you wanna eat my a too, it’s been awhile.",0.21374844,"I’m glad you wanna eat my ase too, it’s been awhile.",0.6827122,"I’m glad you wanna eat my culo too, it’s been awhile.",0.8629672,"I’m glad you wanna eat my a,ss too, it’s been awhile.",0.8696708,"I’m glad you wanna eat my as s too, it’s been awhile.",0.8364697
I wish I was there to finger your clit and drip warmed lube on your dildo.,0.8540474,I wish I was there to finger your dit and dnp warmed lube on your dildo.,0.7701451,I wish I was there to finger your cl*t and drip warmed lube on your d**do.,0.8629672,I vvish I vvas there to firiger your clit aricl clrip vvarrriecl lube ori your clilclo.,0.6667219,I ω1sh I ωαs τhere το f1ηger yομr (11τ αηcl clr1ρ ωαrnnecl 1μβe οη yομr cl11clο.,0.38434127,I wish I was there to finger your clti and drip warmed lube on your didlo.,0.7252971,I wish I was there to finger your c and drip warmed lube on your d.,0.62702215,I wish I was there to finger your cleat and drip warmed lube on your dildo.,0.78207105,I wish I was there to finger your clit and drip warmed lube on your dildo.,0.8540474,"I wish I was there to finger your cl,it and drip warmed lube on your d,ild,o.",0.7510937,I wish I was there to finger your c lit and drip warmed lube on your di ldo.,0.7510937
"My cock gets so hard when i think about fucking you, kissing your neck and pulling your nipples hard.",0.8540474,"My cod gets so hard when i tHnk about fuding you, kissing your ned and pulling your mpples hard.",0.60311776,"My c*ck gets so hard when i think about f**king you, kissing your neck and pulling your nip*les hard.",0.8629672,"My coc1< gets so harcl vvheri i thiri1< about fuc1<irig you, 1<issirig your riec1< aricl pullirig your riipples harcl.",0.6407703,"My (ο(l< geτs sο hαrcl ωheη 1 τh1ηl< αβομτ fμ(l<1ηg yομ, l<1ss1ηg yομr ηe(l< αηcl ρμ111ηg yομr η1ρρ1es hαrcl.",0.5566829,"My cokc gets so hard when i think about fukcing you, kissing your neck and pulling your niplpes hard.",0.8460273,"My c gets so hard when i think about fing you, kissing your neck and pulling your ns hard.",0.568186,"My coke gets so hard when i think about facking you, kissing your neck and pulling your niples hard.",0.8364697,"My polla gets so hard when i think about mierdaing you, kissing your neck and pulling your pezóns hard.",0.8115627,"My c,oc,k gets so hard when i think about fuc,king you, kissing your neck and pulling your ni,,ppl,es hard.",0.85850734,"My c ock gets so hard when i think about fu cking you, kissing your neck and pulling your ni pples hard.",0.8696708
So what you doing to yourself? Hard as fuck ;),0.8540474,So what you doing to yourself? Hard as fud ;),0.30439767,So what you doing to yourself? Hard as f**k ;),0.76523775,So vvhat you cloirig to yourself? 1-1arcl as fuc1< ;),0.47886392,Sο ωhατ yομ clο1ηg το yομrse1f? Hαrcl αs fμ(l< ;),0.47323486,So what you doing to yourself? Hard as fukc ;),0.82048255,So what you doing to yourself? Hard as f ;),0.2922276,So what you doing to yourself? Hard as fack ;),0.47622904,So what you doing to yourself? Hard as mierda ;),0.5921536,"So what you doing to yourself? Hard as fuc,k ;)",0.8364697,So what you doing to yourself? Hard as fu ck ;),0.8115627
Mmmm I love that miss your tight pussy fucking my big dick,0.8540474,Mmmm I love that miss your tight pussy fuding my big did,0.7856813,Mmmm I love that miss your tight pu**y f**king my big d*ck,0.89241093,Mrrirrirri I love that rriiss your tight pussy fuc1<irig rriy big clic1<,0.718943,Mnnnnnn I 1οve τhατ nn1ss yομr τ1ghτ ρμssy fμ(l<1ηg nny β1g cl1(l<,0.5972042,Mmmm I love that miss your tight psusy fukcing my big dikc,0.85850734,Mmmm I love that miss your tight p fing my big d,0.47886392,Mmmm I love that miss your tight pusy facking my big dik,0.85333383,Mmmm I love that miss your tight coño mierdaing my big polla,0.7510937,"Mmmm I love that miss your tight p,uss,,y fuc,king my big di,,,ck",0.8364697,Mmmm I love that miss your tight puss y fu cking my big d ick,0.8252207
OMG your huge hard dick is filling up my ass,0.85333383,OMG your huge hard did is filling up my ass,0.85333383,OMG your huge hard d*ck is filling up my a*s,0.89241093,OMG your huge harcl clic1< is fillirig up rriy ass,0.71760553,OMG yομr hμge hαrcl cl1(l< 1s f1111ηg μρ nny αss,0.4394682,OMG your huge hard dikc is filling up my sas,0.8364697,OMG your huge hard d is filling up my a,0.4269174,OMG your huge hard dik is filling up my ase,0.82048255,OMG your huge hard polla is filling up my culo,0.8540474,"OMG your huge hard di,,,ck is filling up my a,ss",0.88599813,OMG your huge hard d ick is filling up my as s,0.8629672
My pussy is just tooo wet..For you,0.85333383,My pussy is just tooo wet..For you,0.85333383,My pu**y is just tooo wet..For you,0.78711975,My pussy is just tooo vvet..For you,0.85333383,My ρμssy 1s jμsτ τοοο ωeτ..Fοr yομ,0.52811706,My psusy is just tooo wet..For you,0.78711975,My p is just tooo wet..For you,0.4269174,My pusy is just tooo wet..For you,0.8364697,My coño is just tooo wet..For you,0.687436,"My p,uss,,y is just tooo wet..For you",0.74954444,My puss y is just tooo wet..For you,0.78207105
now show me your fucking body right now I want it,0.85333383,now show me your fuding body nght now I want it,0.51869136,now show me your f**king body right now I want it,0.85333383,riovv shovv rrie your fuc1<irig bocly right riovv I vvarit it,0.5140397,ηοω shοω nne yομr fμ(l<1ηg βοcly r1ghτ ηοω I ωαητ 1τ,0.37751234,now show me your fukcing body right now I want it,0.85333383,now show me your fing body right now I want it,0.50789946,now show me your facking body right now I want it,0.82048255,now show me your mierdaing body right now I want it,0.62136006,"now show me your fuc,king body right now I want it",0.85333383,now show me your fu cking body right now I want it,0.85333383
I want to spread your legs and eat out your wet pussy,0.85333383,I want to spread your legs and eat out your wet pussy,0.85333383,I want to spread your legs and eat out your wet pu**y,0.8696708,I vvarit to spreacl your legs aricl eat out your vvet pussy,0.8252207,I ωαητ το sρreαcl yομr 1egs αηcl eατ ομτ yομr ωeτ ρμssy,0.6863638,I want to spread your legs and eat out your wet psusy,0.85333383,I want to spread your legs and eat out your wet p,0.7252971,I want to spread your legs and eat out your wet pusy,0.85333383,I want to spread your legs and eat out your wet coño,0.85850734,"I want to spread your legs and eat out your wet p,uss,,y",0.85333383,I want to spread your legs and eat out your wet puss y,0.85333383
And then pinch my nipples as hard as I can.,0.85333383,And then pinch my mpples as hard as I can.,0.5885171,And then pinch my nip*les as hard as I can.,0.7701451,Aricl theri pirich rriy riipples as harcl as I cari.,0.2922276,Αηcl τheη ρ1η(h nny η1ρρ1es αs hαrcl αs I (αη.,0.13214645,And then pinch my niplpes as hard as I can.,0.8460273,And then pinch my ns as hard as I can.,0.47173777,And then pinch my niples as hard as I can.,0.83334327,And then pinch my pezóns as hard as I can.,0.6308517,"And then pinch my ni,,ppl,es as hard as I can.",0.60311776,And then pinch my ni pples as hard as I can.,0.5972042
Check if you’re wet. Slide your right index finger into your pussy crack.,0.85333383,Ched if you’re wet. Slide your nght index finger into your pussy crad.,0.8364697,Check if you’re wet. Slide your right index finger into your pu**y cr**k.,0.89241093,Chec1< if you’re vvet. Slicle your right iriclex firiger irito your pussy crac1<.,0.718943,Che(l< 1f yομ’re ωeτ. S11cle yομr r1ghτ 1ηcleχ f1ηger 1ητο yομr ρμssy (rα(l<.,0.62702215,Check if you’re wet. Slide your right index finger into your psusy crack.,0.7998551,Check if you’re wet. Slide your right index finger into your p crack.,0.4850187,Check if you’re wet. Slide your right index finger into your pusy crack.,0.8364697,Check if you’re wet. Slide your right index finger into your coño crack.,0.78711975,"Check if you’re wet. Slide your right index finger into your p,uss,,y crack.",0.78711975,Check if you’re wet. Slide your right index finger into your puss y crack.,0.8403191
"Oh my god, I can feel it growing in my pussy",0.85333383,"Oh my god, I can feel it growing in my pussy",0.85333383,"Oh my god, I can feel it growing in my pu**y",0.76197964,"Oh rriy gocl, I cari feel it grovvirig iri rriy pussy",0.743089,"Oh nny gοcl, I (αη fee1 1τ grοω1ηg 1η nny ρμssy",0.44039994,"Oh my god, I can feel it growing in my psusy",0.7510937,"Oh my god, I can feel it growing in my p",0.165053,"Oh my god, I can feel it growing in my pusy",0.85173553,"Oh my god, I can feel it growing in my coño",0.6491204,"Oh my god, I can feel it growing in my p,uss,,y",0.7105462,"Oh my god, I can feel it growing in my puss y",0.7856813
I want your big hard dick inside of me,0.85333383,I want your big hard did inside of me,0.6027529,I want your big hard d*ck inside of me,0.85333383,I vvarit your big harcl clic1< irisicle of rrie,0.31547862,I ωαητ yομr β1g hαrcl cl1(l< 1ηs1cle οf nne,0.4269174,I want your big hard dikc inside of me,0.83334327,I want your big hard d inside of me,0.6289369,I want your big hard dik inside of me,0.61223894,I want your big hard polla inside of me,0.8460273,"I want your big hard di,,,ck inside of me",0.74954444,I want your big hard d ick inside of me,0.8403191
I'm giving it everything I have on my tongue... I'm sucking your clit like crazy... Mhmm...,0.85333383,I'm giving it everytHng I have on my tongue... I'm suding your dit like crazy... Mhmm...,0.39842087,I'm giving it everything I have on my tongue... I'm s*cking your cl*t like crazy... Mhmm...,0.78207105,I'rri givirig it everythirig I have ori rriy torigue... I'rri suc1<irig your clit li1<e cra7_y... Mhrrirri...,0.7252971,I'nn g1v1ηg 1τ everyτh1ηg I hαve οη nny τοηgμe... I'nn sμ(l<1ηg yομr (11τ 11l<e (rα2y... Mhnnnn...,0.36095104,I'm giving it everything I have on my tongue... I'm sukcing your clti like crazy... Mhmm...,0.7570315,I'm giving it everything I have on my tongue... I'm sing your c like crazy... Mhmm...,0.32712606,I'm giving it everything I have on my tongue... I'm sucking your cleat like crazy... Mhmm...,0.6852916,I'm giving it everything I have on my tongue... I'm sucking your clit like crazy... Mhmm...,0.85333383,"I'm giving it everything I have on my tongue... I'm su,,cking your cl,it like crazy... Mhmm...",0.568186,I'm giving it everything I have on my tongue... I'm su cking your c lit like crazy... Mhmm...,0.7761081
"Me: I want to stick my dick right in between those (Sorry for blatant vulgarity, but this IS real life. lol)",0.85173553,"Me: I want to stid my did nght in between those (Sorry for blatant vulganty, but tHs IS real life. lol)",0.43475235,"Me: I want to stick my d*ck right in between those (Sorry for blatant vulgarity, but this IS real life. lol)",0.82048255,"Me: I vvarit to stic1< rriy clic1< right iri betvveeri those (Sorry for blatarit vulgarity, but this IS real life. lol)",0.20056234,"Me: I ωαητ το sτ1(l< nny cl1(l< r1ghτ 1η βeτωeeη τhοse (Sοrry fοr β1αταητ vμ1gαr1τy, βμτ τh1s IS reα1 11fe. 1ο1)",0.37751234,"Me: I want to stick my dikc right in between those (Sorry for blatant vulgarity, but this IS real life. lol)",0.7998551,"Me: I want to stick my d right in between those (Sorry for blatant vulgarity, but this IS real life. lol)",0.45761138,"Me: I want to stick my dik right in between those (Sorry for blatant vulgarity, but this IS real life. lol)",0.687436,"Me: I want to stick my polla right in between those (Sorry for blatant vulgarity, but this IS real life. lol)",0.8252207,"Me: I want to stick my di,,,ck right in between those (Sorry for blatant vulgarity, but this IS real life. lol)",0.6407703,"Me: I want to stick my d ick right in between those (Sorry for blatant vulgarity, but this IS real life. lol)",0.7856813
I want to feel your warm mouth on me. Your wet tongue gliding slowly around my clit.....,0.85173553,I want to feel your warm mouth on me. Your wet tongue gliding slowly around my dit.....,0.6027529,I want to feel your warm mouth on me. Your wet tongue gliding slowly around my cl*t.....,0.8252207,I vvarit to feel your vvarrri rriouth ori rrie. Your vvet torigue gliclirig slovvly arouricl rriy clit.....,0.50759226,I ωαητ το fee1 yομr ωαrnn nnομτh οη nne. Yομr ωeτ τοηgμe g11cl1ηg s1οω1y αrομηcl nny (11τ.....,0.39441586,I want to feel your warm mouth on me. Your wet tongue gliding slowly around my clti.....,0.60152835,I want to feel your warm mouth on me. Your wet tongue gliding slowly around my c.....,0.64447093,I want to feel your warm mouth on me. Your wet tongue gliding slowly around my cleat.....,0.5921536,I want to feel your warm mouth on me. Your wet tongue gliding slowly around my clit.....,0.85173553,"I want to feel your warm mouth on me. Your wet tongue gliding slowly around my cl,it.....",0.6588125,I want to feel your warm mouth on me. Your wet tongue gliding slowly around my c lit.....,0.718943
"oh fuck that's fucking hot, so wet",0.85173553,"oh fud that's fuding hot, so wet",0.4269174,"oh f**k that's f**king hot, so wet",0.78855824,"oh fuc1< that's fuc1<irig hot, so vvet",0.5779532,"οh fμ(l< τhατ's fμ(l<1ηg hοτ, sο ωeτ",0.40060925,"oh fukc that's fukcing hot, so wet",0.8364697,"oh f that's fing hot, so wet",0.39021665,"oh fack that's facking hot, so wet",0.76523775,"oh mierda that's mierdaing hot, so wet",0.37751234,"oh fuc,k that's fuc,king hot, so wet",0.82048255,"oh fu ck that's fu cking hot, so wet",0.83334327
And you can suck on me hard until we cum,0.8460273,And you can sud on me hard until we cum,0.71760553,And you can s*ck on me hard until we c*m,0.8364697,Aricl you cari suc1< ori rrie harcl uritil vve curri,0.34757367,Αηcl yομ (αη sμ(l< οη nne hαrcl μητ11 ωe (μnn,0.3367073,And you can sukc on me hard until we cmu,0.82048255,And you can s on me hard until we c,0.3827457,And you can suck on me hard until we come,0.8252207,And you can suck on me hard until we cum,0.8460273,"And you can su,,ck on me hard until we cu,m",0.8364697,And you can su ck on me hard until we c um,0.8540474
Me: You would probably make my dick stay hard for at least two hours,0.8460273,Me: You would probably make my did stay hard for at least two hours,0.36095104,Me: You would probably make my d*ck stay hard for at least two hours,0.8252207,Me: You vvoulcl probably rria1<e rriy clic1< stay harcl for at least tvvo hours,0.112333365,Me: Yομ ωομ1cl ρrοβαβ1y nnαl<e nny cl1(l< sταy hαrcl fοr ατ 1eαsτ τωο hομrs,0.37751234,Me: You would probably make my dikc stay hard for at least two hours,0.8299589,Me: You would probably make my d stay hard for at least two hours,0.39441586,Me: You would probably make my dik stay hard for at least two hours,0.75208336,Me: You would probably make my polla stay hard for at least two hours,0.7998551,"Me: You would probably make my di,,,ck stay hard for at least two hours",0.60311776,Me: You would probably make my d ick stay hard for at least two hours,0.76197964
"No, wait. Tell me how it feels first. Rubbing your tits.",0.8460273,"No, wait. Tell me how it feels first. Rubbing your tits.",0.8460273,"No, wait. Tell me how it feels first. Rubbing your t*ts.",0.7761081,"No, vvait. Tell rrie hovv it feels first. Rubbirig your tits.",0.6744087,"Nο, ωα1τ. Te11 nne hοω 1τ fee1s f1rsτ. Rμββ1ηg yομr τ1τs.",0.3127066,"No, wait. Tell me how it feels first. Rubbing your ttis.",0.45396814,"No, wait. Tell me how it feels first. Rubbing your ts.",0.36095104,"No, wait. Tell me how it feels first. Rubbing your tyts.",0.7675452,"No, wait. Tell me how it feels first. Rubbing your mamas.",0.46982017,"No, wait. Tell me how it feels first. Rubbing your t,i,,ts.",0.52007306,"No, wait. Tell me how it feels first. Rubbing your ti ts.",0.43720075
"I know u want it.. So I plunge in  slowly, as I start to fuck you I look at you""",0.8460273,"I know u want it.. So I plunge in  slowly, as I start to fud you I look at you""",0.33421695,"I know u want it.. So I plunge in  slowly, as I start to f**k you I look at you""",0.7856813,"I 1<riovv u vvarit it.. So I plurige iri  slovvly, as I start to fuc1< you I loo1< at you""",0.6491204,"I l<ηοω μ ωαητ 1τ.. Sο I ρ1μηge 1η  s1οω1y, αs I sταrτ το fμ(l< yομ I 1οοl< ατ yομ""",0.42568782,"I know u want it.. So I plunge in  slowly, as I start to fukc you I look at you""",0.83334327,"I know u want it.. So I plunge in  slowly, as I start to f you I look at you""",0.41445592,"I know u want it.. So I plunge in  slowly, as I start to fack you I look at you""",0.6426206,"I know u want it.. So I plunge in  slowly, as I start to mierda you I look at you""",0.71760553,"I know u want it.. So I plunge in  slowly, as I start to fuc,k you I look at you""",0.8364697,"I know u want it.. So I plunge in  slowly, as I start to fu ck you I look at you""",0.8115627
And then I’m gonna fuck it.,0.8460273,And then I’m goma fud it.,0.30136615,And then I’m gonna f**k it.,0.7308154,Aricl theri I’rri goriria fuc1< it.,0.5566829,Αηcl τheη I’nn gοηηα fμ(l< 1τ.,0.3266089,And then I’m gonna fukc it.,0.7998551,And then I’m gonna f it.,0.37694603,And then I’m gonna fack it.,0.6827122,And then I’m gonna mierda it.,0.44039994,"And then I’m gonna fuc,k it.",0.8364697,And then I’m gonna fu ck it.,0.78711975
"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard cock",0.8403191,"I will I pid you up and out you on the counter top, I spread our legs and tease you with my hard cod",0.68408644,"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard c*ck",0.8403191,"I vvill I pic1< you up aricl out you ori the couriter top, I spreacl our legs aricl tease you vvith rriy harcl coc1<",0.51980776,"I ω111 I ρ1(l< yομ μρ αηcl ομτ yομ οη τhe (ομητer τορ, I sρreαcl ομr 1egs αηcl τeαse yομ ω1τh nny hαrcl (ο(l<",0.39021665,"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard cokc",0.8252207,"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard c",0.6544696,"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard coke",0.6744087,"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard polla",0.85333383,"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard c,oc,k",0.7510937,"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard c ock",0.8460273
That's how your going to feel when I spread your pussy with my tongue and make you come with my mouth,0.8403191,That's how your going to feel when I spread your pussy with my tongue and make you come with my mouth,0.8403191,That's how your going to feel when I spread your pu**y with my tongue and make you come with my mouth,0.85173553,That's hovv your goirig to feel vvheri I spreacl your pussy vvith rriy torigue aricl rria1<e you corrie vvith rriy rriouth,0.65996873,Thατ's hοω yομr gο1ηg το fee1 ωheη I sρreαcl yομr ρμssy ω1τh nny τοηgμe αηcl nnαl<e yομ (οnne ω1τh nny nnομτh,0.6027529,That's how your going to feel when I spread your psusy with my tongue and make you come with my mouth,0.8252207,That's how your going to feel when I spread your p with my tongue and make you come with my mouth,0.54325575,That's how your going to feel when I spread your pusy with my tongue and make you come with my mouth,0.83334327,That's how your going to feel when I spread your coño with my tongue and make you come with my mouth,0.8403191,"That's how your going to feel when I spread your p,uss,,y with my tongue and make you come with my mouth",0.8115627,That's how your going to feel when I spread your puss y with my tongue and make you come with my mouth,0.78711975
Yea you do you Enjoy my big hard dick fucking,0.8364697,Yea you do you Enjoy my big hard did fuding,0.50789946,Yea you do you Enjoy my big hard d*ck f**king,0.8629672,Yea you clo you Erijoy rriy big harcl clic1< fuc1<irig,0.42349213,Yeα yομ clο yομ Eηjοy nny β1g hαrcl cl1(l< fμ(l<1ηg,0.32236105,Yea you do you Enjoy my big hard dikc fukcing,0.83334327,Yea you do you Enjoy my big hard d fing,0.50503236,Yea you do you Enjoy my big hard dik facking,0.62702215,Yea you do you Enjoy my big hard polla mierdaing,0.687436,"Yea you do you Enjoy my big hard di,,,ck fuc,king",0.85333383,Yea you do you Enjoy my big hard d ick fu cking,0.85333383
Me: You want to see my dick don’t you. You want to taste it,0.8364697,Me: You want to see my did don’t you. You want to taste it,0.4014846,Me: You want to see my d*ck don’t you. You want to taste it,0.8364697,Me: You vvarit to see rriy clic1< clori’t you. You vvarit to taste it,0.17458448,Me: Yομ ωαητ το see nny cl1(l< clοη’τ yομ. Yομ ωαητ το ταsτe 1τ,0.20126031,Me: You want to see my dikc don’t you. You want to taste it,0.8115627,Me: You want to see my d don’t you. You want to taste it,0.40336934,Me: You want to see my dik don’t you. You want to taste it,0.6611249,Me: You want to see my polla don’t you. You want to taste it,0.8299589,"Me: You want to see my di,,,ck don’t you. You want to taste it",0.718943,Me: You want to see my d ick don’t you. You want to taste it,0.82048255
I'm stroking my hard cock thinking about you,0.8364697,I'm stroking my hard cod tHnking about you,0.41445592,I'm stroking my hard c*ck thinking about you,0.83334327,I'rri stro1<irig rriy harcl coc1< thiri1<irig about you,0.26104406,I'nn sτrοl<1ηg nny hαrcl (ο(l< τh1ηl<1ηg αβομτ yομ,0.24282593,I'm stroking my hard cokc thinking about you,0.78207105,I'm stroking my hard c thinking about you,0.3389984,I'm stroking my hard coke thinking about you,0.37458646,I'm stroking my hard polla thinking about you,0.8364697,"I'm stroking my hard c,oc,k thinking about you",0.6989911,I'm stroking my hard c ock thinking about you,0.8115627
Oh yum I wanna ride that shit until your toes curl 😉,0.8364697,Oh yum I wama nde that sHt until your toes curl 😉,0.52272606,Oh yum I wanna ride that sh*t until your toes curl 😉,0.78207105,Oh yurri I vvariria ricle that shit uritil your toes curl 😉,0.7701451,Oh yμnn I ωαηηα r1cle τhατ sh1τ μητ11 yομr τοes (μr1 😉,0.4269174,Oh yum I wanna ride that shit until your toes curl 😉,0.8364697,Oh yum I wanna ride that shit until your toes curl 😉,0.8364697,Oh yum I wanna ride that shet until your toes curl 😉,0.51980776,Oh yum I wanna ride that mierda until your toes curl 😉,0.6020386,Oh yum I wanna ride that shit until your toes curl 😉,0.8364697,Oh yum I wanna ride that shit until your toes curl 😉,0.8364697
