text,score,CHARACTER_COMBINATION,CHARACTER_COMBINATION_score,CHARACTER_MASKING,CHARACTER_MASKING_score,CHARACTER_SPLITTING,CHARACTER_SPLITTING_score,CHARACTER_SUBSTITUTION,CHARACTER_SUBSTITUTION_score,CHARACTER_SWAPPING,CHARACTER_SWAPPING_score,WORD_ABBREVIATION,WORD_ABBREVIATION_score,WORD_HOMOPHONE_SUB,WORD_HOMOPHONE_SUB_score,WORD_LANG_SWITCH,WORD_LANG_SWITCH_score,WORD_NOISE,WORD_NOISE_score,WORD_SPLITTING,WORD_SPLITTING_score
&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,0.90451443,&#128064; RT @Mr_QuenchYaGirl: A lotta fd mggas on tHs here Twitter. Really be talking like bitches.,0.78711975,&#128064; RT @Mr_QuenchYaGirl: A lotta fck ni**as on this here Twitter. Really be talking like bit*hes.,0.8460273,&#128064; RT @Mr_QuerichYaGirl: A lotta fc1< riiggas ori this here Tvvitter. Really be tal1<irig li1<e bitches.,0.71760553,&#128064; RT @Mr_Qμeη(hYαG1r1: Α 1οττα f(l< η1ggαs οη τh1s here Tω1ττer. Reα11y βe τα1l<1ηg 11l<e β1τ(hes.,0.49139655,&#128064; RT @Mr_QuenchYaGirl: A lotta fck ngigas on this here Twitter. Really be talking like bicthes.,0.8988238,&#128064; RT @Mr_QuenchYaGirl: A lotta fck ns on this here Twitter. Really be talking like bes.,0.52811706,&#128064; RT @Mr_QuenchYaGirl: A lotta fck nigas on this here Twitter. Really be talking like beaches.,0.73663366,&#128064; RT @Mr_QuenchYaGirl: A lotta fck negros on this here Twitter. Really be talking like perraes.,0.7570315,"&#128064; RT @Mr_QuenchYaGirl: A lotta fck nigg,,as on this here Twitter. Really be talking like bitc,,hes.",0.8540474,&#128064; RT @Mr_QuenchYaGirl: A lotta fck nig gas on this here Twitter. Really be talking like bit ches.,0.6308517
"""@A7XDemery: I'm a fucking fag they said""",0.90451443,"""@A7XDemery: I'm a fuding fag they said""",0.6289369,"""@A7XDemery: I'm a f**king fag they said""",0.83334327,"""@A7X1)erriery: I'rri a fuc1<irig fag they saicl""",0.687436,"""@Α7XDennery: I'nn α fμ(l<1ηg fαg τhey sα1cl""",0.42568782,"""@A7XDemery: I'm a fukcing fag they said""",0.9029226,"""@A7XDemery: I'm a fing fag they said""",0.6020386,"""@A7XDemery: I'm a facking fag they said""",0.85333383,"""@A7XDemery: I'm a mierdaing fag they said""",0.60311776,"""@A7XDemery: I'm a fuc,king fag they said""",0.8778702,"""@A7XDemery: I'm a fu cking fag they said""",0.8629672
"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",0.9029226,"""@DiamondLoudKush: The fud be wrong with these bitches?"" Nobody knows",0.76197964,"""@DiamondLoudKush: The f**k be wrong with these bit*hes?"" Nobody knows",0.78207105,"""@1)iarrioricl1_oucl1<ush: The fuc1< be vvrorig vvith these bitches?"" Nobocly 1<riovvs",0.6407703,"""@D1αnnοηclLομclKμsh: The fμ(l< βe ωrοηg ω1τh τhese β1τ(hes?"" Nοβοcly l<ηοωs",0.44933176,"""@DiamondLoudKush: The fukc be wrong with these bicthes?"" Nobody knows",0.89241093,"""@DiamondLoudKush: The f be wrong with these bes?"" Nobody knows",0.25462922,"""@DiamondLoudKush: The fack be wrong with these beaches?"" Nobody knows",0.4269174,"""@DiamondLoudKush: The mierda be wrong with these perraes?"" Nobody knows",0.45396814,"""@DiamondLoudKush: The fuc,k be wrong with these bitc,,hes?"" Nobody knows",0.8696708,"""@DiamondLoudKush: The fu ck be wrong with these bit ches?"" Nobody knows",0.62702215
"""Niggas be pressed for pussy, Eeeeeen nothin""",0.9029226,"""Niggas be pressed for pussy, Eeeeeen notHn""",0.8988238,"""Niggas be pressed for pu**y, Eeeeeen nothin""",0.85333383,"""Niggas be pressecl for pussy, Eeeeeeri riothiri""",0.85333383,"""N1ggαs βe ρressecl fοr ρμssy, Eeeeeeη ηοτh1η""",0.78855824,"""Niggas be pressed for psusy, Eeeeeen nothin""",0.8778702,"""Niggas be pressed for p, Eeeeeen nothin""",0.6611249,"""Nigas be pressed for pusy, Eeeeeen nothin""",0.8696708,"""negros be pressed for coño, Eeeeeen nothin""",0.681338,"""Niggas be pressed for p,uss,,y, Eeeeeen nothin""",0.8540474,"""Niggas be pressed for puss y, Eeeeeen nothin""",0.85850734
"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",0.9029226,"""@Almightywayne__: Fud Red Malone man bitch ass mggah"" could you please use complete sentences?",0.7701451,"""@Almightywayne__: Fuck Red Malone man bit*h a*s ni**ah"" could you please use complete sentences?",0.8252207,"""@Alrriightyvvayrie__: Fuc1< Recl Malorie rriari bitch ass riiggah"" coulcl you please use corriplete seriterices?",0.52007306,"""@Α1nn1ghτyωαyηe__: Fμ(l< Recl Mα1οηe nnαη β1τ(h αss η1ggαh"" (ομ1cl yομ ρ1eαse μse (οnnρ1eτe seητeη(es?",0.45921504,"""@Almightywayne__: Fuck Red Malone man bicth sas ngigah"" could you please use complete sentences?",0.78711975,"""@Almightywayne__: Fuck Red Malone man b a nh"" could you please use complete sentences?",0.6827122,"""@Almightywayne__: Fack Red Malone man beach ase nigah"" could you please use complete sentences?",0.5566829,"""@Almightywayne__: mierda Red Malone man perra culo negroh"" could you please use complete sentences?",0.55739564,"""@Almightywayne__: Fuck Red Malone man bitc,,h a,ss nigg,,ah"" could you please use complete sentences?",0.8778702,"""@Almightywayne__: Fuck Red Malone man bit ch as s nig gah"" could you please use complete sentences?",0.8252207
"""She was a bitch anyway""",0.8988238,"""She was a bitch anyway""",0.8988238,"""She was a bit*h anyway""",0.8115627,"""She vvas a bitch ariyvvay""",0.6027529,"""She ωαs α β1τ(h αηyωαy""",0.38434127,"""She was a bicth anyway""",0.8988238,"""She was a b anyway""",0.071337044,"""She was a beach anyway""",0.1269396,"""She was a perra anyway""",0.8115627,"""She was a bitc,,h anyway""",0.8403191,"""She was a bit ch anyway""",0.27047762
"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",0.8988238,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being amoying"" you got that dope did. Dnve these bitches loco",0.85333383,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope d*ck. Drive these bit*hes loco",0.85333383,"""@X_XP1)OTJ1)OT: 1)arriri riear gotta protect rriy tvveets.. stal1<ers beirig aririoyirig"" you got that clope clic1<. 1)rive these bitches loco",0.60152835,"""@X_XPDOTJDOT: Dαnnη ηeαr gοττα ρrοτe(τ nny τωeeτs.. sτα1l<ers βe1ηg αηηοy1ηg"" yομ gοτ τhατ clορe cl1(l<. Dr1ve τhese β1τ(hes 1ο(ο",0.42568782,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dikc. Drive these bicthes loco",0.89241093,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope d. Drive these bes loco",0.5885171,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dik. Drive these beaches loco",0.61223894,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope polla. Drive these perraes loco",0.78207105,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope di,,,ck. Drive these bitc,,hes loco",0.78855824,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope d ick. Drive these bit ches loco",0.6342749
"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",0.8988238,"""@roLLYuP23: No text bad? I don't give a fud, I'll text another bitch"" damn someone is hurt lol",0.8252207,"""@roLLYuP23: No text back? I don't give a f**k, I'll text another bit*h"" damn someone is hurt lol",0.8403191,"""@ro1_1_YuP23: No text bac1<? I clori't give a fuc1<, I'll text ariother bitch"" clarriri sorrieorie is hurt lol",0.6863638,"""@rοLLYμP23: Nο τeχτ βα(l<? I clοη'τ g1ve α fμ(l<, I'11 τeχτ αηοτher β1τ(h"" clαnnη sοnneοηe 1s hμrτ 1ο1",0.37751234,"""@roLLYuP23: No text back? I don't give a fukc, I'll text another bicth"" damn someone is hurt lol",0.8778702,"""@roLLYuP23: No text back? I don't give a f, I'll text another b"" damn someone is hurt lol",0.55739564,"""@roLLYuP23: No text back? I don't give a fack, I'll text another beach"" damn someone is hurt lol",0.63782936,"""@roLLYuP23: No text back? I don't give a mierda, I'll text another perra"" damn someone is hurt lol",0.61223894,"""@roLLYuP23: No text back? I don't give a fuc,k, I'll text another bitc,,h"" damn someone is hurt lol",0.8629672,"""@roLLYuP23: No text back? I don't give a fu ck, I'll text another bit ch"" damn someone is hurt lol",0.8252207
"""This is for my ghetto motherfuckers"" -Missy Elliott",0.8988238,"""THs is for my ghetto motherfuders"" -Missy Elliott",0.50503236,"""This is for my ghetto motherf**kers"" -Missy Elliott",0.7510937,"""This is for rriy ghetto rriotherfuc1<ers"" -Missy Elliott",0.47886392,"""Th1s 1s fοr nny gheττο nnοτherfμ(l<ers"" -M1ssy E111οττ",0.36867723,"""This is for my ghetto motherfukcers"" -Missy Elliott",0.89241093,"""This is for my ghetto motherfers"" -Missy Elliott",0.3722269,"""This is for my ghetto motherfackers"" -Missy Elliott",0.85850734,"""This is for my ghetto mothermierdaers"" -Missy Elliott",0.50503236,"""This is for my ghetto motherfuc,kers"" -Missy Elliott",0.82048255,"""This is for my ghetto motherfu ckers"" -Missy Elliott",0.7510937
#FreeElChapo is trending?! why cus French Montana's bitch ass?? you fucks that think selling drugs is cool are the LAMEST POSERS!!,0.8988238,#FreeElChapo is trending?! why cus French Montana's bitch ass?? you fuds that tHnk selling drugs is cool are the LAMEST POSERS!!,0.8252207,#FreeElChapo is trending?! why cus French Montana's bit*h a*s?? you f**ks that think selling drugs is cool are the LAMEST POSERS!!,0.78711975,#FreeElChapo is trericlirig?! vvhy cus Frerich Moritaria's bitch ass?? you fuc1<s that thiri1< sellirig clrugs is cool are the 1_AMEST POSERS!!,0.76197964,#FreeE1Chαρο 1s τreηcl1ηg?! ωhy (μs Freη(h Mοηταηα's β1τ(h αss?? yομ fμ(l<s τhατ τh1ηl< se111ηg clrμgs 1s (οο1 αre τhe LΑMEST POSERS!!,0.47173777,#FreeElChapo is trending?! why cus French Montana's bicth sas?? you fukcs that think selling drugs is cool are the LAMEST POSERS!!,0.8460273,#FreeElChapo is trending?! why cus French Montana's b a?? you fs that think selling drugs is cool are the LAMEST POSERS!!,0.49139655,#FreeElChapo is trending?! why cus French Montana's beach ase?? you facks that think selling drugs is cool are the LAMEST POSERS!!,0.5921536,#FreeElChapo is trending?! why cus French Montana's perra culo?? you mierdas that think selling drugs is cool are the LAMEST POSERS!!,0.8403191,"#FreeElChapo is trending?! why cus French Montana's bitc,,h a,ss?? you fuc,ks that think selling drugs is cool are the LAMEST POSERS!!",0.85333383,#FreeElChapo is trending?! why cus French Montana's bit ch as s?? you fu cks that think selling drugs is cool are the LAMEST POSERS!!,0.7570315
&#127942; RT @UBoyRock17: Every bitch n my passenger seat I dun fucked at least one time,0.8988238,&#127942; RT @UBoyRod17: Every bitch n my passenger seat I dun fuded at least one time,0.6989911,&#127942; RT @UBoyRock17: Every bit*h n my pa*senger seat I dun f**ked at least one time,0.78207105,&#127942; RT @U13oyRoc1<17: Every bitch ri rriy passeriger seat I cluri fuc1<ecl at least orie tirrie,0.60254884,&#127942; RT @UBοyRο(l<17: Every β1τ(h η nny ραsseηger seατ I clμη fμ(l<ecl ατ 1eαsτ οηe τ1nne,0.44039994,&#127942; RT @UBoyRock17: Every bicth n my psasenger seat I dun fukced at least one time,0.8696708,&#127942; RT @UBoyRock17: Every b n my paenger seat I dun fed at least one time,0.2853768,&#127942; RT @UBoyRock17: Every beach n my paseenger seat I dun facked at least one time,0.4398409,&#127942; RT @UBoyRock17: Every perra n my pculoenger seat I dun mierdaed at least one time,0.60152835,"&#127942; RT @UBoyRock17: Every bitc,,h n my pa,ssenger seat I dun fuc,ked at least one time",0.8460273,&#127942; RT @UBoyRock17: Every bit ch n my pas senger seat I dun fu cked at least one time,0.6308517
"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",0.8988238,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",0.8988238,"""@MikelaHenry: but what if he actually does choose the ugly bit*h over you? &#58381;""Her a*s must be fat!",0.90451443,"""@Mi1<ela1-1eriry: but vvhat if he actually cloes choose the ugly bitch over you? &#58381;""1-1er ass rriust be fat!",0.8696708,"""@M1l<e1αHeηry: βμτ ωhατ 1f he α(τμα11y clοes (hοοse τhe μg1y β1τ(h οver yομ? &#58381;""Her αss nnμsτ βe fατ!",0.47900817,"""@MikelaHenry: but what if he actually does choose the ugly bicth over you? &#58381;""Her sas must be fat!",0.8778702,"""@MikelaHenry: but what if he actually does choose the ugly b over you? &#58381;""Her a must be fat!",0.6989911,"""@MikelaHenry: but what if he actually does choose the ugly beach over you? &#58381;""Her ase must be fat!",0.71760553,"""@MikelaHenry: but what if he actually does choose the ugly perra over you? &#58381;""Her culo must be fat!",0.8778702,"""@MikelaHenry: but what if he actually does choose the ugly bitc,,h over you? &#58381;""Her a,ss must be fat!",0.8988238,"""@MikelaHenry: but what if he actually does choose the ugly bit ch over you? &#58381;""Her as s must be fat!",0.7510937
!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit,0.8988238,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fud a bitch and she start to cry? You be confused as sHt,0.687436,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever f**k a bit*h and she start to cry? You be confused as sh*t,0.8299589,!!!!!!! RT @Ur1<iriclOf13raricl 1)avvg!!!! RT @80sbaby4life: You ever fuc1< a bitch aricl she start to cry? You be corifusecl as shit,0.78207105,!!!!!!! RT @UrK1ηclOfBrαηcl Dαωg!!!! RT @80sβαβy411fe: Yομ ever fμ(l< α β1τ(h αηcl she sταrτ το (ry? Yομ βe (οηfμsecl αs sh1τ,0.4402136,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fukc a bicth and she start to cry? You be confused as shit,0.88599813,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever f a b and she start to cry? You be confused as shit,0.6744087,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fack a beach and she start to cry? You be confused as shet,0.3722269,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever mierda a perra and she start to cry? You be confused as mierda,0.5566829,"!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuc,k a bitc,,h and she start to cry? You be confused as shit",0.88599813,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fu ck a bit ch and she start to cry? You be confused as shit,0.7998551
"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",0.8988238,"""@Dommoneek: Little stupid as bitch I don't fud with yoooooouuuu..""",0.85173553,"""@Dommoneek: Little stupid as bit*h I don't f**k with yoooooouuuu..""",0.8115627,"""@1)orrirrioriee1<: 1_ittle stupicl as bitch I clori't fuc1< vvith yoooooouuuu..""",0.7998551,"""@Dοnnnnοηeel<: L1ττ1e sτμρ1cl αs β1τ(h I clοη'τ fμ(l< ω1τh yοοοοοομμμμ..""",0.4014846,"""@Dommoneek: Little stupid as bicth I don't fukc with yoooooouuuu..""",0.8629672,"""@Dommoneek: Little stupid as b I don't f with yoooooouuuu..""",0.44933176,"""@Dommoneek: Little stupid as beach I don't fack with yoooooouuuu..""",0.6027529,"""@Dommoneek: Little stupid as perra I don't mierda with yoooooouuuu..""",0.72028047,"""@Dommoneek: Little stupid as bitc,,h I don't fuc,k with yoooooouuuu..""",0.85173553,"""@Dommoneek: Little stupid as bit ch I don't fu ck with yoooooouuuu..""",0.7761081
"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",0.8988238,"""@CauseWereGuys: Going bad to school suds more did than the hoes who attend it.""",0.50503236,"""@CauseWereGuys: Going back to school s*cks more d*ck than the h*es who attend it.""",0.8252207,"""@CauseVVereGuys: Goirig bac1< to school suc1<s rriore clic1< thari the hoes vvho attericl it.""",0.45757914,"""@CαμseWereGμys: Gο1ηg βα(l< το s(hοο1 sμ(l<s nnοre cl1(l< τhαη τhe hοes ωhο αττeηcl 1τ.""",0.3625127,"""@CauseWereGuys: Going back to school sukcs more dikc than the heos who attend it.""",0.8460273,"""@CauseWereGuys: Going back to school ss more d than the hs who attend it.""",0.1798404,"""@CauseWereGuys: Going back to school sucks more dik than the wholes who attend it.""",0.74954444,"""@CauseWereGuys: Going back to school sucks more polla than the azadas who attend it.""",0.8403191,"""@CauseWereGuys: Going back to school su,,cks more di,,,ck than the h,o,,es who attend it.""",0.6308517,"""@CauseWereGuys: Going back to school su cks more d ick than the ho es who attend it.""",0.6863638
"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",0.89241093,"""@iDntWearCondoms: Watch women try to argue with me like they have a did and actually fuded some pussy before"" I hate when bitches do that",0.8629672,"""@iDntWearCondoms: Watch women try to argue with me like they have a d*ck and actually f**ked some pu**y before"" I hate when bit*hes do that",0.8629672,"""@i1)ritVVearCoriclorris: VVatch vvorrieri try to argue vvith rrie li1<e they have a clic1< aricl actually fuc1<ecl sorrie pussy before"" I hate vvheri bitches clo that",0.8299589,"""@1DητWeαrCοηclοnns: Wατ(h ωοnneη τry το αrgμe ω1τh nne 11l<e τhey hαve α cl1(l< αηcl α(τμα11y fμ(l<ecl sοnne ρμssy βefοre"" I hατe ωheη β1τ(hes clο τhατ",0.43965456,"""@iDntWearCondoms: Watch women try to argue with me like they have a dikc and actually fukced some psusy before"" I haet when bicthes do that",0.8778702,"""@iDntWearCondoms: Watch women try to argue with me like they have a d and actually fed some p before"" I h when bes do that",0.4014846,"""@iDntWearCondoms: Watch women try to argue with me like they have a dik and actually facked some pusy before"" I hate when beaches do that",0.78711975,"""@iDntWearCondoms: Watch women try to argue with me like they have a polla and actually mierdaed some coño before"" I hate when perraes do that",0.7510937,"""@iDntWearCondoms: Watch women try to argue with me like they have a di,,,ck and actually fuc,ked some p,uss,,y before"" I ha,te when bitc,,hes do that",0.8460273,"""@iDntWearCondoms: Watch women try to argue with me like they have a d ick and actually fu cked some puss y before"" I ha te when bit ches do that",0.8299589
&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitches waiting for me to give a fuck &#128540;&#128129;,0.89241093,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitches waiting for me to give a fud &#128540;&#128129;,0.687436,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bit*hes waiting for me to give a f**k &#128540;&#128129;,0.7308154,&#128073; RT @Pr3ttyN33: 1)ori't li1<e rrie ??? 1-1ave a &#128186;vvith the rest of the bitches vvaitirig for rrie to give a fuc1< &#128540;&#128129;,0.6027529,&#128073; RT @Pr3ττyN33: Dοη'τ 11l<e nne ??? Hαve α &#128186;ω1τh τhe resτ οf τhe β1τ(hes ωα1τ1ηg fοr nne το g1ve α fμ(l< &#128540;&#128129;,0.34328604,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bicthes waiting for me to give a fukc &#128540;&#128129;,0.8540474,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bes waiting for me to give a f &#128540;&#128129;,0.34328604,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the beaches waiting for me to give a fack &#128540;&#128129;,0.4977744,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the perraes waiting for me to give a mierda &#128540;&#128129;,0.6863638,"&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitc,,hes waiting for me to give a fuc,k &#128540;&#128129;",0.85333383,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bit ches waiting for me to give a fu ck &#128540;&#128129;,0.76523775
"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",0.89241093,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",0.89241093,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bit*h lol",0.85333383,"""@No_FA1<INGG: People alvvays as1<irig rrie vvhat I'rri rriixecl vvith."" She a bacl asiari bitch lol",0.6989911,"""@Nο_FΑKINGG: Peορ1e α1ωαys αsl<1ηg nne ωhατ I'nn nn1χecl ω1τh."" She α βαcl αs1αη β1τ(h 1ο1",0.27975297,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bicth lol",0.8988238,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian b lol",0.4977744,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian beach lol",0.47886392,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian perra lol",0.7675452,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitc,,h lol",0.85333383,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bit ch lol",0.52007306
#MyUnpopularOpinion Spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing slutty.,0.89241093,#MyUnpopularOpimon Spamsh bitches sud did by 11 and have babies by 15 because they're already fine and dressing slutty.,0.8252207,#MyUnpopularOpinion Spanish bit*hes s*ck d*ck by 11 and have babies by 15 because they're already fine and dressing slutty.,0.83334327,#MyUripopularOpiriiori Spariish bitches suc1< clic1< by 11 aricl have babies by 15 because they're alreacly firie aricl clressirig slutty.,0.78855824,#MyUηρορμ1αrOρ1η1οη Sραη1sh β1τ(hes sμ(l< cl1(l< βy 11 αηcl hαve βαβ1es βy 15 βe(αμse τhey're α1reαcly f1ηe αηcl clress1ηg s1μττy.,0.3250515,#MyUnpopularOpinion Spanish bicthes sukc dikc by 11 and have babies by 15 because they're already fine and dressing slutty.,0.8696708,#MyUnpopularOpinion Spanish bes s d by 11 and have babies by 15 because they're already fine and dressing slutty.,0.5921536,#MyUnpopularOpinion Spanish beaches suck dik by 11 and have babies by 15 because they're already fine and dressing slutty.,0.7761081,#MyUnpopularOpinion Spanish perraes suck polla by 11 and have babies by 15 because they're already fine and dressing slutty.,0.85333383,"#MyUnpopularOpinion Spanish bitc,,hes su,,ck di,,,ck by 11 and have babies by 15 because they're already fine and dressing slutty.",0.8299589,#MyUnpopularOpinion Spanish bit ches su ck d ick by 11 and have babies by 15 because they're already fine and dressing slutty.,0.7252971
"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes, eat a salad.&#8221;",0.89241093,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fud you hoes, eat a salad.&#8221;",0.6308517,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway f**k you h*es, eat a salad.&#8221;",0.74954444,"&#127850; RT @Ms_SaclaClay: I love salacl RT&#8220;@viaNAVVF: Ariyvvay fuc1< you hoes, eat a salacl.&#8221;",0.5779532,"&#127850; RT @Ms_SαclαC1αy: I 1οve sα1αcl RT&#8220;@v1αNΑWF: Αηyωαy fμ(l< yομ hοes, eατ α sα1αcl.&#8221;",0.3140926,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fukc you heos, eat a salad.&#8221;",0.78207105,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway f you hs, eat a salad.&#8221;",0.37751234,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fack you wholes, eat a salad.&#8221;",0.71760553,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway mierda you azadas, eat a salad.&#8221;",0.39987978,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuc,k you h,o,,es, eat a salad.&#8221;",0.8299589,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fu ck you ho es, eat a salad.&#8221;",0.71760553
"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",0.89241093,"""@Miikito_x3: Toto means ass or vagina?""I tHnk pussy cause toto santi is like nasty pussy",0.85333383,"""@Miikito_x3: Toto means a*s or va**na?""I think pu**y cause toto santi is like nasty pu**y",0.73663366,"""@Mii1<ito_x3: Toto rriearis ass or vagiria?""I thiri1< pussy cause toto sariti is li1<e riasty pussy",0.6667219,"""@M11l<1το_χ3: Tοτο nneαηs αss οr vαg1ηα?""I τh1ηl< ρμssy (αμse τοτο sαητ1 1s 11l<e ηαsτy ρμssy",0.47886392,"""@Miikito_x3: Toto means sas or vagnia?""I think psusy cause toto santi is like nasty psusy",0.76523775,"""@Miikito_x3: Toto means a or v?""I think p cause toto santi is like nasty p",0.32764325,"""@Miikito_x3: Toto means ase or vajyna?""I think pusy cause toto santi is like nasty pusy",0.5721988,"""@Miikito_x3: Toto means culo or vagina?""I think coño cause toto santi is like nasty coño",0.4269174,"""@Miikito_x3: Toto means a,ss or vag,in,a?""I think p,uss,,y cause toto santi is like nasty p,uss,,y",0.8115627,"""@Miikito_x3: Toto means as s or vagi na?""I think puss y cause toto santi is like nasty puss y",0.6308517
"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch.",0.89241093,"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch.",0.89241093,"""@z0mbiedance: I made that bit*h lunch. @elizabethbatman"" Bitches love lunch.",0.83334327,"""@7_0rribieclarice: I rriacle that bitch lurich. @eli7_abethbatrriari"" 13itches love lurich.",0.6308517,"""@20nnβ1eclαη(e: I nnαcle τhατ β1τ(h 1μη(h. @e112αβeτhβατnnαη"" B1τ(hes 1οve 1μη(h.",0.2855005,"""@z0mbiedance: I made that bicth lunch. @elizabethbatman"" Bitches love lunch.",0.88599813,"""@z0mbiedance: I made that b lunch. @elizabethbatman"" Bitches love lunch.",0.7105462,"""@z0mbiedance: I made that beach lunch. @elizabethbatman"" Beaches love lunch.",0.04735767,"""@z0mbiedance: I made that perra lunch. @elizabethbatman"" Perraes love lunch.",0.3367073,"""@z0mbiedance: I made that bitc,,h lunch. @elizabethbatman"" Bitches love lunch.",0.85333383,"""@z0mbiedance: I made that bit ch lunch. @elizabethbatman"" Bitches love lunch.",0.6989911
#11 get to hit any bitch on campus he wants to,0.89241093,#11 get to Ht any bitch on campus he wants to,0.8460273,#11 get to hit any bit*h on campus he wants to,0.83334327,#11 get to hit ariy bitch ori carripus he vvarits to,0.8460273,#11 geτ το h1τ αηy β1τ(h οη (αnnρμs he ωαητs το,0.3308965,#11 get to hit any bicth on campus he wants to,0.89241093,#11 get to hit any b on campus he wants to,0.4421347,#11 get to hit any beach on campus he wants to,0.42349213,#11 get to hit any perra on campus he wants to,0.6744087,"#11 get to hit any bitc,,h on campus he wants to",0.8115627,#11 get to hit any bit ch on campus he wants to,0.45703048
